ID,FORENAME,SURNAME,GENDER,YEAR
10928,Birgit,Hedlund,female,1989
10929,Martin,Jönsson,male,1971
10930,Felix,Nordström,male,1986
10931,Rebecca,Holmgren,female,1983
10932,Ann-Marie,Jönsson,female,1979
10933,Anton,Åberg,male,1967
10934,Roger,Magnusson,male,1974
10935,Rebecca,Ek,female,1984
10936,Katarina,Berglund,female,2009
10937,Christer,Blom,male,2009
10938,Inger,Olofsson,female,1953
10939,Astrid,Dahlberg,female,1960
10940,Gun,Jansson,female,1987
10941,Christoffer,Håkansson,male,2003
10942,Lisa,Ahmed,female,1957
10943,Martin,Axelsson,male,1968
10944,Ann,Hellström,female,1953
10945,Christer,Lundberg,male,1973
10946,Lucas,Svensson,male,2018
10947,Felix,Åkesson,male,2000
10948,Pia,Olofsson,female,1981
10949,Ingrid,Söderberg,female,2006
10950,Anders,Ekström,male,1966
10951,Leif,Persson,male,2020
10952,Malin,Persson,female,1986
10953,Robin,Åberg,male,1957
10954,Christer,Wallin,male,1952
10955,Anders,Danielsson,male,1963
10956,Josefin,Lindqvist,female,2019
10957,Christer,Sandberg,male,1972
10958,Gunnar,Sandberg,male,2015
10959,Sofie,Ek,female,1976
10960,Göran,Karlsson,male,1951
10961,Rebecca,Persson,female,1986
10962,Malin,Henriksson,female,1983
10963,Max,Dahl,male,1951
10964,Rebecca,Sjögren,female,2020
10965,Ann-Marie,Wallin,female,2003
10966,Leif,Björklund,male,1986
10967,Gunilla,Nilsson,female,1995
10968,Isak,Jonasson,male,1997
10969,Susanne,Björk,female,2016
10970,Axel,Ahmed,male,2018
10971,Frida,Eriksson,female,1969
10972,Jonathan,Hermansson,male,2013
10973,Mattias,Jansson,male,1987
10974,Marie,Holmberg,female,1962
10975,Anna,Mattsson,female,2008
10976,Albin,Fransson,male,1950
10977,Anders,Isaksson,male,2019
10978,Lisa,Dahl,female,2005
10979,Susanne,Olofsson,female,1982
10980,Lennart,Jansson,male,1954
10981,Per,Ali,male,1974
10982,Christian,Sjögren,male,1999
10983,Helen,Svensson,female,1985
10984,Ella,Wikström,female,1964
10985,Caroline,Svensson,female,1977
10986,Christoffer,Sandström,male,1976
10987,Gustav,Lindström,male,1957
10988,Inger,Bergman,female,2020
10989,Sara,Nyberg,female,1992
10990,Britt-Marie,Bengtsson,female,1966
10991,Astrid,Hansson,female,2002
10992,William,Håkansson,male,2000
10993,Sebastian,Eliasson,male,2015
10994,Anneli,Larsson,female,2003
10995,Ella,Björk,female,1953
10996,Stig,Mattsson,male,1993
10997,Olivia,Jakobsson,female,1979
10998,Felicia,Månsson,female,2001
10999,Per,Sjögren,male,1952
11000,Linda,Blomqvist,female,2002
11001,Pernilla,Bergström,female,2018
11002,Claes,Fredriksson,male,2008
11003,Julia,Nilsson,female,1999
11004,Oliver,Mattsson,male,1981
11005,Linda,Falk,female,2015
11006,Erik,Henriksson,male,1953
11007,Björn,Henriksson,male,2018
11008,Ingrid,Dahlberg,female,1976
11009,Martin,Pålsson,male,1978
11010,Emil,Ek,male,1950
11011,Edvin,Bergman,male,2007
11012,Jan,Jansson,male,1999
11013,Rickard,Jansson,male,2004
11014,Pia,Hermansson,female,1955
11015,Matilda,Blom,female,1989
11016,Torbjörn,Åberg,male,2009
11017,Robin,Danielsson,male,2012
11018,Patrik,Hermansson,male,1974
11019,Linus,Hansson,male,1995
11020,Julia,Olofsson,female,1965
11021,Jörgen,Lundgren,male,2010
11022,Hanna,Berglund,female,2011
11023,Alva,Hansson,female,1981
11024,Inger,Gustafsson,female,1953
11025,Axel,Bergqvist,male,1987
11026,Isak,Claesson,male,1999
11027,Roger,Jansson,male,1989
11028,Britt,Lindgren,female,1978
11029,David,Åkesson,male,1966
11030,Sandra,Wikström,female,1994
11031,Magnus,Lundgren,male,1957
11032,Linn,Lind,female,2016
11033,Thomas,Claesson,male,1988
11034,Björn,Nordström,male,1959
11035,Astrid,Isaksson,female,1973
11036,Johnny,Berg,male,2006
11037,Margareta,Blomqvist,female,2006
11038,Nina,Lindgren,female,1955
11039,Linnéa,Lundgren,female,1995
11040,Ulrika,Hedlund,female,1971
11041,Axel,Olofsson,male,1983
11042,Emelie,Bergström,female,2007
11043,Therese,Hassan,female,1958
11044,David,Nyström,male,2008
11045,Axel,Lindström,male,1968
11046,Axel,Hansen,male,1952
11047,Siv,Holm,female,1991
11048,Kenneth,Ali,male,2008
11049,Mikael,Löfgren,male,2013
11050,Matilda,Sjöberg,female,1958
11051,Berit,Lundin,female,1959
11052,Alexandra,Danielsson,female,2007
11053,Alice,Bergqvist,female,1959
11054,Martin,Wikström,male,2004
11055,Helen,Martinsson,female,2018
11056,Gunilla,Johansson,female,1951
11057,Marcus,Johansson,male,2010
11058,Charlotte,Sjögren,female,1964
11059,Agneta,Åberg,female,2017
11060,Christoffer,Bergström,male,1994
11061,Niklas,Bergström,male,1971
11062,Maja,Lundberg,female,2009
11063,Anneli,Holmgren,female,1967
11064,Dennis,Jönsson,male,1966
11065,Ida,Ström,female,1990
11066,Klara,Berggren,female,1991
11067,Felicia,Lindberg,female,2011
11068,Alice,Pålsson,female,1999
11069,Erika,Fransson,female,1960
11070,Robert,Andersson,male,1968
11071,Linn,Samuelsson,female,1951
11072,Sebastian,Mårtensson,male,1950
11073,Malin,Sundberg,female,1957
11074,Oliver,Ali,male,2008
11075,Sonja,Lind,female,2008
11076,Viktor,Olsson,male,1976
11077,Susanne,Eklund,female,1971
11078,Per,Åberg,male,1970
11079,Karl,Jonsson,male,1965
11080,Ulf,Sundberg,male,1991
11081,Arne,Mårtensson,male,2006
11082,Anna,Lund,female,2012
11083,Andreas,Jakobsson,male,1966
11084,Samuel,Axelsson,male,1965
11085,Birgit,Nyberg,female,2001
11086,Kurt,Nyström,male,1984
11087,Johanna,Holm,female,1965
11088,Christian,Hansen,male,2019
11089,Ann,Ström,female,2006
11090,Lena,Samuelsson,female,1974
11091,Niklas,Svensson,male,1964
11092,Mattias,Axelsson,male,1961
11093,Carina,Hermansson,female,1965
11094,Jenny,Lundberg,female,1967
11095,William,Holmberg,male,1966
11096,Per,Lundgren,male,1982
11097,Åke,Bergqvist,male,1988
11098,Kevin,Bergman,male,1973
11099,Alexander,Lindström,male,1974
11100,Susanne,Martinsson,female,1968
11101,Pia,Lindström,female,1978
11102,Ebba,Hansen,female,1999
11103,Nina,Nyström,female,1999
11104,Hanna,Blom,female,2015
11105,Emelie,Dahlberg,female,1955
11106,Sandra,Eklund,female,2009
11107,Maja,Berglund,female,1983
11108,Marcus,Månsson,male,1952
11109,Sonja,Samuelsson,female,2016
11110,Jakob,Ström,male,1984
11111,Sofie,Lindgren,female,1986
11112,Rasmus,Bengtsson,male,2007
11113,Rasmus,Nyberg,male,1964
11114,Mikael,Hedlund,male,1999
11115,Siv,Hansson,female,1969
11116,Nils,Norberg,male,1965
11117,Mattias,Ali,male,1988
11118,Joakim,Lundgren,male,1995
11119,Cecilia,Berg,female,1950
11120,Jenny,Ali,female,1957
11121,Camilla,Dahl,female,2017
11122,Charlotte,Gustafsson,female,1950
11123,Alexandra,Ahmed,female,1975
11124,Sofie,Dahl,female,1972
11125,Thomas,Berg,male,1962
11126,Gunnar,Lind,male,1962
11127,Jakob,Lundberg,male,1970
11128,Andreas,Månsson,male,1979
11129,Henrik,Ström,male,2002
11130,Roger,Lindqvist,male,1950
11131,Samuel,Forsberg,male,2016
11132,Marcus,Hansen,male,1992
11133,Christian,Nordström,male,1953
11134,Marcus,Wallin,male,1982
11135,Birgit,Norberg,female,1995
11136,Fredrik,Nordström,male,1995
11137,Gunnel,Mattsson,female,1978
11138,Charlotte,Berglund,female,2008
11139,Charlotte,Söderberg,female,2003
11140,Max,Hermansson,male,1989
11141,Kjell,Nyström,male,1976
11142,Pernilla,Larsson,female,1985
11143,Björn,Lindholm,male,1985
11144,Matilda,Forsberg,female,2001
11145,Jonathan,Henriksson,male,1991
11146,Mohamed,Martinsson,male,2012
11147,Maja,Henriksson,female,2019
11148,Josefin,Nyberg,female,1976
11149,Berit,Hansson,female,1976
11150,Filip,Bergqvist,male,2002
11151,Britt,Hermansson,female,2018
11152,Maria,Fredriksson,female,1988
11153,Axel,Fransson,male,2019
11154,Malin,Jönsson,female,1978
11155,Helena,Björklund,female,2020
11156,Maja,Pålsson,female,1986
11157,Hans,Jakobsson,male,2017
11158,Christer,Johansson,male,1978
11159,Mats,Jansson,male,2009
11160,Sonja,Wikström,female,1980
11161,Josefin,Ek,female,1995
11162,John,Abrahamsson,male,1992
11163,Frida,Öberg,female,1992
11164,Birgitta,Eklund,female,1961
11165,Louise,Danielsson,female,1974
11166,Julia,Blomqvist,female,1997
11167,Tommy,Ek,male,1966
11168,Ebba,Wallin,female,1971
11169,Jan,Lundqvist,male,2005
11170,Jonas,Wikström,male,2005
11171,Rasmus,Andersson,male,1953
11172,Per,Hassan,male,2012
11173,Josefin,Olofsson,female,1982
11174,Mats,Wallin,male,1964
11175,Leif,Sandström,male,1970
11176,Josef,Jönsson,male,2015
11177,Julia,Eliasson,female,1952
11178,Edvin,Holmgren,male,1999
11179,Åsa,Lundberg,female,1995
11180,Rolf,Lind,male,1999
11181,Anita,Bergman,female,2006
11182,Ann-Marie,Bergqvist,female,1967
11183,Matilda,Axelsson,female,1998
11184,Britt,Martinsson,female,1965
11185,Daniel,Nyström,male,1963
11186,Thomas,Eriksson,male,1969
11187,Erika,Johansson,female,1989
11188,Lars,Lindgren,male,2010
11189,Lennart,Norberg,male,2019
11190,Jonathan,Söderberg,male,1950
11191,Isabelle,Eklund,female,2005
11192,Jimmy,Arvidsson,male,2001
11193,Håkan,Berglund,male,1981
11194,Ida,Hassan,female,1958
11195,Stig,Jonasson,male,2004
11196,Annika,Holmgren,female,2007
11197,Mattias,Sjöberg,male,1950
11198,Sonja,Nyström,female,2011
11199,Johnny,Sandström,male,1977
11200,Josef,Berglund,male,1997
11201,Elias,Nyström,male,2011
11202,Isabelle,Engström,female,1955
11203,Pia,Eriksson,female,1996
11204,Annika,Eklund,female,1988
11205,Malin,Månsson,female,1989
11206,Emma,Lindberg,female,2001
11207,Robin,Karlsson,male,1999
11208,Karl,Mattsson,male,2017
11209,Emil,Berglund,male,1979
11210,Jan,Magnusson,male,2012
11211,Kenneth,Gustafsson,male,1984
11212,David,Henriksson,male,2012
11213,Barbro,Viklund,female,1950
11214,Britt-Marie,Nordin,female,2001
11215,Mats,Eriksson,male,1984
11216,Christer,Jonsson,male,1959
11217,Annika,Lundqvist,female,1990
11218,Kevin,Söderberg,male,2007
11219,Oliver,Falk,male,1952
11220,Niklas,Jansson,male,2011
11221,Ulf,Bengtsson,male,1969
11222,Torbjörn,Blom,male,2009
11223,Linn,Henriksson,female,1995
11224,Matilda,Nyberg,female,2013
11225,Felicia,Larsson,female,2014
11226,Inger,Isaksson,female,1965
11227,Susanne,Jonsson,female,1998
11228,Isak,Bengtsson,male,1981
11229,Malin,Mattsson,female,1954
11230,Bengt,Sjögren,male,2010
11231,Ebba,Olofsson,female,1979
11232,Anette,Öberg,female,2006
11233,Rolf,Andersson,male,1993
11234,Sofia,Engström,female,2011
11235,Viktor,Jonasson,male,1961
11236,Isak,Andreasson,male,2001
11237,Katarina,Ek,female,1988
11238,Jörgen,Lundqvist,male,1968
11239,Britt-Marie,Nordström,female,1990
11240,Marie,Björklund,female,1985
11241,Sebastian,Sjögren,male,1974
11242,William,Ahmed,male,2006
11243,Viktoria,Lundström,female,1962
11244,Mona,Persson,female,1959
11245,Arne,Samuelsson,male,2000
11246,Nathalie,Nilsson,female,2016
11247,Olivia,Nordström,female,1995
11248,Ulf,Pettersson,male,1952
11249,Britt,Söderberg,female,2007
11250,Robin,Lundström,male,1976
11251,Ludvig,Lind,male,1987
11252,Anette,Viklund,female,1993
11253,Torbjörn,Andreasson,male,2003
11254,Birgitta,Jakobsson,female,1980
11255,Marie,Gustafsson,female,1998
11256,Lennart,Lindqvist,male,1968
11257,Rasmus,Lindgren,male,1974
11258,Ellen,Ekström,female,2020
11259,Isabelle,Öberg,female,1954
11260,Emilia,Nilsson,female,2004
11261,Dan,Nilsson,male,1987
11262,Sebastian,Berglund,male,1953
11263,Hanna,Falk,female,2009
11264,Anders,Ahmed,male,1992
11265,Johnny,Nordin,male,1982
11266,Jonathan,Andersson,male,2001
11267,John,Månsson,male,1963
11268,Rut,Larsson,female,1968
11269,Malin,Wallin,female,2014
11270,Annika,Nordin,female,1975
11271,Lovisa,Jakobsson,female,1960
11272,Agneta,Viklund,female,2009
11273,Emil,Lindholm,male,1957
11274,Marcus,Öberg,male,1956
11275,Lennart,Olofsson,male,1988
11276,Oliver,Lundberg,male,1984
11277,Matilda,Pålsson,female,1982
11278,Ann-Christin,Viklund,female,1950
11279,Adam,Bergström,male,2012
11280,Anders,Öberg,male,1950
11281,Sofia,Åkesson,female,2006
11282,Ella,Fredriksson,female,2010
11283,Katarina,Bengtsson,female,1954
11284,Olle,Berg,male,2010
11285,Nils,Danielsson,male,1986
11286,Jenny,Hansson,female,1982
11287,Kenneth,Lundberg,male,1957
11288,Jonathan,Axelsson,male,2016
11289,Jörgen,Jönsson,male,1997
11290,Ulf,Dahl,male,1983
11291,Emil,Samuelsson,male,2015
11292,Susanne,Lindqvist,female,1995
11293,Camilla,Lindholm,female,2018
11294,Margareta,Persson,female,1961
11295,Berit,Ström,female,1992
11296,Pia,Lundberg,female,2000
11297,Leo,Blomqvist,male,1951
11298,Axel,Olsson,male,2007
11299,Anna,Karlsson,female,1961
11300,Lucas,Andreasson,male,2020
11301,Liam,Nyström,male,1961
11302,Jonas,Lind,male,1977
11303,Kerstin,Johansson,female,1983
11304,Tommy,Lindqvist,male,1996
11305,Jörgen,Blom,male,1961
11306,Felix,Mohamed,male,2013
11307,Astrid,Danielsson,female,1961
11308,Samuel,Eliasson,male,1968
11309,Kent,Engström,male,1952
11310,Joakim,Bengtsson,male,1994
11311,Hans,Ali,male,1969
11312,William,Persson,male,1983
11313,Birgit,Sundberg,female,1969
11314,Felix,Ström,male,2017
11315,Maja,Hassan,female,1961
11316,Leif,Gunnarsson,male,1957
11317,Madeleine,Viklund,female,2005
11318,Gunnel,Bergström,female,1959
11319,Julia,Gustafsson,female,1991
11320,Emelie,Abrahamsson,female,1997
11321,Moa,Olsson,female,1982
11322,Alva,Lindqvist,female,2015
11323,Mattias,Mohamed,male,1973
11324,Alexander,Nyström,male,2002
11325,Gunnar,Ek,male,1953
11326,Sara,Bergqvist,female,1952
11327,Kerstin,Åberg,female,2005
11328,Kent,Lindqvist,male,1965
11329,Gunilla,Nyström,female,1971
11330,Agnes,Björklund,female,2004
11331,Hans,Söderberg,male,1996
11332,Gunnel,Hellström,female,1953
11333,John,Berggren,male,1953
11334,Johanna,Andersson,female,1953
11335,Anton,Eriksson,male,1965
11336,Isabelle,Gustafsson,female,2020
11337,Lina,Axelsson,female,1973
11338,Göran,Lundqvist,male,1984
11339,Emilia,Holmberg,female,2008
11340,Jimmy,Jonasson,male,2007
11341,Emilia,Bengtsson,female,1983
11342,Madeleine,Magnusson,female,1978
11343,Kerstin,Svensson,female,1983
11344,Viktor,Hellström,male,2005
11345,Lisa,Abrahamsson,female,1982
11346,John,Öberg,male,2015
11347,Samuel,Jonasson,male,1963
11348,Stefan,Lundström,male,1952
11349,Kent,Mattsson,male,1996
11350,Anders,Eklund,male,1973
11351,Arne,Blom,male,1954
11352,Alva,Ström,female,1973
11353,Maria,Jonasson,female,1956
11354,Linnéa,Andreasson,female,2014
11355,Rolf,Håkansson,male,1993
11356,Andreas,Sjöberg,male,1992
11357,Emilia,Lindgren,female,2015
11358,Moa,Öberg,female,1995
11359,Amanda,Hermansson,female,2007
11360,Rickard,Hedlund,male,1969
11361,Linus,Bergström,male,2003
11362,Christian,Olofsson,male,1979
11363,Jan,Pålsson,male,1958
11364,Elisabeth,Björklund,female,2008
11365,Monica,Karlsson,female,1951
11366,Ludvig,Fredriksson,male,1981
11367,Bengt,Nyström,male,1980
11368,Lisa,Ekström,female,1985
11369,Lovisa,Sandberg,female,1970
11370,Lars,Hansson,male,2013
11371,Louise,Bergman,female,2012
11372,Alexander,Claesson,male,1954
11373,Albin,Åkesson,male,2011
11374,Olof,Löfgren,male,1965
11375,Pia,Sjögren,female,2018
11376,Ulf,Hansson,male,1996
11377,Håkan,Dahlberg,male,1976
11378,Linn,Ali,female,2015
11379,Madeleine,Samuelsson,female,2003
11380,Håkan,Nilsson,male,1961
11381,Stefan,Svensson,male,2020
11382,Claes,Lundgren,male,2012
11383,Sofie,Eklund,female,1973
11384,Sonja,Sandström,female,2012
11385,Astrid,Lundström,female,1955
11386,Simon,Bergqvist,male,2000
11387,Gustav,Hassan,male,2017
11388,Adam,Björk,male,2019
11389,Kevin,Lundström,male,1966
11390,Pontus,Magnusson,male,2014
11391,Malin,Falk,female,1994
11392,Fredrik,Söderberg,male,2004
11393,Henrik,Magnusson,male,1972
11394,Julia,Lindqvist,female,1965
11395,Isabelle,Eliasson,female,2002
11396,Carina,Andersson,female,2000
11397,Kenneth,Öberg,male,1989
11398,Leo,Hassan,male,1972
11399,Isabelle,Ström,female,1995
11400,Mona,Norberg,female,1955
11401,Jessica,Andreasson,female,1964
11402,Alexandra,Hansen,female,1969
11403,Thomas,Ahmed,male,1996
11404,Jonas,Larsson,male,1994
11405,Oskar,Håkansson,male,2003
11406,Berit,Jansson,female,1998
11407,Isabelle,Ek,female,2007
11408,Sven,Arvidsson,male,1991
11409,Jakob,Mårtensson,male,1977
11410,Hugo,Sandström,male,1962
11411,Ellen,Samuelsson,female,1952
11412,Yvonne,Olofsson,female,1960
11413,Pernilla,Gustafsson,female,1966
11414,Emil,Andreasson,male,2007
11415,Liam,Jansson,male,1992
11416,Agnes,Eliasson,female,2017
11417,Daniel,Nordström,male,1999
11418,Birgit,Hansson,female,2010
11419,Emma,Bergström,female,1970
11420,Ulla,Månsson,female,1970
11421,Birgit,Jansson,female,2019
11422,Olof,Gustafsson,male,1997
11423,Sara,Hellström,female,1989
11424,Alexander,Hansson,male,1974
11425,Gunilla,Nyberg,female,1986
11426,Emelie,Arvidsson,female,2004
11427,David,Björklund,male,2009
11428,Linnéa,Pettersson,female,1976
11429,Samuel,Bergström,male,2004
11430,Linus,Axelsson,male,1977
11431,Gunnar,Dahl,male,1979
11432,Elin,Lindqvist,female,2017
11433,Sonja,Björk,female,2009
11434,Mohamed,Pettersson,male,1975
11435,Åke,Danielsson,male,1952
11436,Yvonne,Wallin,female,1974
11437,Lena,Öberg,female,1959
11438,Britt,Lundqvist,female,1986
11439,Monica,Nordin,female,1996
11440,Therese,Norberg,female,1995
11441,Klara,Månsson,female,1963
11442,Sandra,Dahl,female,2013
11443,Lennart,Olsson,male,1997
11444,Hans,Ek,male,1988
11445,Monica,Andersson,female,1956
11446,Bo,Isaksson,male,1976
11447,Fredrik,Forsberg,male,2013
11448,Claes,Claesson,male,1953
11449,Viktoria,Sandström,female,1981
11450,William,Andreasson,male,2015
11451,Ulf,Jansson,male,2017
11452,Kent,Åkesson,male,2008
11453,Gunnel,Löfgren,female,2006
11454,Alexandra,Ström,female,1966
11455,Liam,Berggren,male,1987
11456,Robin,Blom,male,1954
11457,Samuel,Nyberg,male,2007
11458,Julia,Lundberg,female,1990
11459,Alexandra,Olsson,female,1988
11460,Åsa,Dahlberg,female,1978
11461,Claes,Hermansson,male,2018
11462,Camilla,Eliasson,female,2010
11463,Ebba,Lundberg,female,2017
11464,Ida,Hansson,female,1952
11465,Håkan,Wikström,male,2000
11466,Jessica,Hassan,female,1965
11467,Ebba,Löfgren,female,1996
11468,Stefan,Wallin,male,1987
11469,Claes,Dahl,male,1959
11470,Susanne,Olsson,female,1991
11471,Mikael,Hassan,male,1956
11472,Olivia,Jansson,female,1971
11473,Anna,Sjögren,female,1988
11474,Isabelle,Bergström,female,2000
11475,Lennart,Dahl,male,1978
11476,Liam,Fredriksson,male,1993
11477,Emilia,Mohamed,female,2011
11478,Edvin,Hassan,male,2003
11479,Liam,Lind,male,1996
11480,Joakim,Sundberg,male,2019
11481,Lars,Sundberg,male,2004
11482,William,Eklund,male,1963
11483,Thomas,Jönsson,male,2005
11484,Yvonne,Axelsson,female,2012
11485,Johan,Dahlberg,male,1953
11486,Siv,Gunnarsson,female,1951
11487,Rolf,Arvidsson,male,2005
11488,Isak,Henriksson,male,1999
11489,Birgitta,Axelsson,female,1992
11490,Linda,Sjögren,female,1984
11491,Sven,Jonsson,male,1994
11492,Ella,Nyberg,female,1955
11493,Frida,Norberg,female,1992
11494,Lena,Hansen,female,1969
11495,Nils,Fransson,male,2014
11496,Jessica,Johansson,female,1965
11497,Karin,Dahl,female,1990
11498,Kurt,Holm,male,2001
11499,Britt-Marie,Månsson,female,2008
11500,Josefin,Axelsson,female,2017
11501,Katarina,Lundqvist,female,1982
11502,Linda,Lundqvist,female,2001
11503,Björn,Ek,male,1958
11504,Viktoria,Samuelsson,female,1958
11505,Maria,Håkansson,female,1987
11506,Anders,Karlsson,male,2009
11507,Jan,Bergman,male,1951
11508,Emil,Lundström,male,2017
11509,Ella,Nordström,female,1985
11510,Yvonne,Berglund,female,1969
11511,Emelie,Hassan,female,1957
11512,Felicia,Berglund,female,2000
11513,Samuel,Ekström,male,1996
11514,Daniel,Lindberg,male,1987
11515,Kjell,Strömberg,male,1965
11516,Nathalie,Fredriksson,female,2016
11517,Ebba,Nyström,female,1955
11518,Emil,Engström,male,1999
11519,Mattias,Larsson,male,1995
11520,Viktoria,Håkansson,female,2018
11521,Kristina,Viklund,female,1963
11522,Pia,Ahmed,female,1996
11523,Kent,Gustafsson,male,1980
11524,Claes,Mårtensson,male,2018
11525,Caroline,Martinsson,female,2006
11526,Cecilia,Pålsson,female,2018
11527,Lucas,Löfgren,male,1979
11528,Samuel,Lindberg,male,1971
11529,Ann,Henriksson,female,1953
11530,Mona,Nordin,female,1980
11531,Åsa,Lundqvist,female,1956
11532,Sonja,Mohamed,female,1969
11533,Hanna,Norberg,female,1995
11534,Tobias,Gustafsson,male,1958
11535,Linda,Sundberg,female,1969
11536,Alexander,Nordin,male,1985
11537,Felix,Lundqvist,male,1965
11538,Anita,Ahmed,female,2011
11539,Linus,Ahmed,male,2003
11540,Emelie,Holm,female,1967
11541,Karl,Strömberg,male,1952
11542,Christer,Blomqvist,male,1953
11543,Simon,Lundgren,male,1999
11544,Leif,Fransson,male,1994
11545,Eva,Lund,female,1994
11546,Mohamed,Isaksson,male,2017
11547,Leo,Lundberg,male,2009
11548,Ali,Eriksson,male,2017
11549,Ulla,Martinsson,female,1964
11550,Simon,Hedlund,male,1974
11551,Adam,Samuelsson,male,1972
11552,Anton,Dahl,male,1968
11553,Rebecca,Ali,female,1969
11554,Johanna,Axelsson,female,1951
